1.944254E+15 	 8.334047E-56 
1.921991E+15 	 8.828039E-56 
1.899983E+15 	 9.351313E-56 
1.878227E+15 	 9.905603E-56 
1.856720E+15 	 1.049275E-55 
1.835459E+15 	 1.111470E-55 
1.814442E+15 	 1.177351E-55 
1.793665E+15 	 1.247137E-55 
1.773126E+15 	 1.321060E-55 
1.752823E+15 	 1.399365E-55 
1.732752E+15 	 1.482311E-55 
1.712910E+15 	 1.570173E-55 
1.693296E+15 	 1.663244E-55 
1.673907E+15 	 1.761831E-55 
1.654740E+15 	 1.866262E-55 
1.635792E+15 	 1.976883E-55 
1.617061E+15 	 2.094061E-55 
1.598544E+15 	 2.218184E-55 
1.580240E+15 	 2.349665E-55 
1.562145E+15 	 2.488939E-55 
1.544257E+15 	 2.636469E-55 
1.526574E+15 	 2.792743E-55 
1.509094E+15 	 2.958280E-55 
1.491814E+15 	 3.133630E-55 
1.474732E+15 	 3.319372E-55 
1.457845E+15 	 3.516125E-55 
1.441152E+15 	 3.724540E-55 
1.424649E+15 	 3.945309E-55 
1.408336E+15 	 4.179163E-55 
1.392210E+15 	 4.426879E-55 
1.376268E+15 	 4.689278E-55 
1.360509E+15 	 4.967231E-55 
1.344930E+15 	 5.261659E-55 
1.329530E+15 	 5.573539E-55 
1.314305E+15 	 5.903905E-55 
1.299256E+15 	 6.253853E-55 
1.284378E+15 	 6.624545E-55 
1.269671E+15 	 7.017208E-55 
1.255133E+15 	 7.433147E-55 
1.240761E+15 	 7.873739E-55 
1.226553E+15 	 8.340448E-55 
1.212508E+15 	 8.834820E-55 
1.198624E+15 	 9.358496E-55 
1.184899E+15 	 9.913212E-55 
1.171331E+15 	 1.050081E-54 
1.157918E+15 	 1.112323E-54 
1.144659E+15 	 1.178255E-54 
1.131552E+15 	 1.248095E-54 
1.118595E+15 	 1.322075E-54 
1.105787E+15 	 1.400440E-54 
1.093125E+15 	 1.483449E-54 
1.080608E+15 	 1.571379E-54 
1.068234E+15 	 1.664521E-54 
1.056002E+15 	 1.763184E-54 
1.043910E+15 	 1.867696E-54 
